Date,Open,High,Low,Close,Volume
2019-07-08,271.138784202101,272.2799022422643,270.4175898001062,270.96533203125,45841800.0
2019-07-09,269.79683033328206,271.60434349273766,269.742058895682,271.3031005859375,41101300.0
2019-07-10,272.3804014801739,273.55804350560834,271.8417969220199,272.5994873046875,58448500.0
2019-07-11,273.2475716973165,273.4849053084425,272.2251343774055,273.2384338378906,50826100.0
2019-07-12,273.73142648718215,274.534778119614,273.4210456945298,274.46173095703125,40326000.0
2019-07-15,274.89997449800904,274.89997449800904,274.0418512855075,274.5530700683594,33900000.0
2019-07-16,274.46166352832904,274.67163924500625,273.35706923477267,273.6674499511719,36650100.0
2019-07-17,273.6401946518081,273.8045090165677,271.8052673339844,271.8052673339844,36036300.0
2019-07-18,271.30312989614964,273.183690415123,270.8558204876486,272.8002624511719,51392600.0
2019-07-19,273.9048844533056,273.9322701750195,271.1114294011653,271.2848815917969,58678600.0
2019-07-22,271.686546712474,272.4990362735076,271.16621796705414,271.9512939453125,43638100.0
2019-07-23,273.08329028682545,273.895751953125,272.2434150389452,273.895751953125,44564500.0
2019-07-24,273.1289097229459,275.18292236328125,273.0376147003984,275.18292236328125,47213200.0
2019-07-25,274.72643960464126,274.78121103922524,273.0558272718514,273.8683166503906,55394100.0
2019-07-26,274.5621898511457,275.9041460326029,274.434371234182,275.70330810546875,45084100.0
2019-07-29,275.5845692681706,275.7032499991006,274.64428913915225,275.2011413574219,38126500.0
2019-07-30,273.78622288579663,274.9364789970211,273.40279489561107,274.5256652832031,45849000.0
2019-07-31,274.7720882530767,274.96381614396387,269.4864495104931,271.5221862792969,104245200.0
2019-08-01,271.6773732847763,274.6625278804904,268.35442436634906,269.15777587890625,142646600.0
2019-08-02,268.25412667040007,268.5005982224464,265.5610760261016,267.1312561035156,116749700.0
2019-08-05,262.9957356979396,263.1052785648425,257.1806030188023,259.0976867675781,178745400.0
2019-08-06,261.0056923172392,262.9501622271994,259.5176696965906,262.7310485839844,120711700.0
2019-08-07,259.62716027591614,263.66216575851746,257.47274287694125,262.8861999511719,140572300.0
2019-08-08,264.39248953606767,268.0440673828125,263.8356372869165,268.0440673828125,87713900.0
2019-08-09,267.0946631642876,267.6971768833001,264.4198889393652,266.2182922363281,93730000.0
2019-08-12,264.7028952709344,266.20916570288966,262.0189830717425,262.9775390625,65527600.0
2019-08-13,262.6762406575812,268.52789743699776,262.32933630838943,267.0672607421875,94299800.0
2019-08-14,262.9775591807214,263.58918297329274,259.04298560757536,259.1707763671875,135622100.0
2019-08-15,260.06535293200443,260.7591615691193,257.79225486263886,259.8553771972656,99556600.0
2019-08-16,261.526019742791,264.12774671420584,259.91017868888616,263.6895751953125,83018300.0
2019-08-19,266.7386033203552,267.551064807946,266.0539325553779,266.86639404296875,53571800.0
2019-08-20,266.3552504978057,266.8938549749244,264.69380347965387,264.82159423828125,51596400.0
2019-08-21,267.0034904669119,267.35036710119334,266.3096814796704,266.9761047363281,49524700.0
2019-08-22,267.6880709824726,268.32708043291217,265.10456388141046,266.8938293457031,51666400.0
2019-08-23,265.5793016511987,267.25902432376466,258.77822593308645,260.0380249023437,149161500.0
2019-08-26,262.2471208700736,262.9135437011719,260.7043273605814,262.9135437011719,72423800.0
2019-08-27,264.31952101720253,264.6938111615203,261.1152519261081,261.882080078125,66668900.0
2019-08-28,261.2155541871571,263.8903274498511,260.4030649940188,263.7260131835937,59696700.0
2019-08-29,266.30962004307463,267.6241905265084,265.29629252656684,267.0946960449219,57899400.0
2019-08-30,268.59191855944977,268.61016642672587,266.0358241738326,266.9761047363281,62901200.0
2019-09-03,265.25986253964635,266.1818673913235,264.07308252222384,265.4150390625,69101400.0
2019-09-04,267.6058299579326,268.4456770545998,266.84811214014064,268.42742919921875,46887300.0
2019-09-05,270.9379850955433,272.8002699449474,268.39100146470435,271.8782653808594,83258100.0
2019-09-06,272.1977970729766,272.7364015476813,271.5131261181147,272.0882263183594,49584300.0
2019-09-09,273.0833123880373,273.1745795633693,271.27577099526627,272.2251892089844,51260300.0
2019-09-10,271.45830825390254,272.2251641871371,270.1893993244891,272.1612548828125,57947100.0
2019-09-11,272.4716066164612,274.17871477426985,271.8143215004749,274.0965576171875,68821100.0
2019-09-12,275.00946640984995,276.1140609473488,274.2426383777519,275.0459899902344,72908700.0
2019-09-13,275.49333334537414,275.84937561453114,274.48914370595605,274.8634338378906,62104800.0
2019-09-16,273.7223018686493,274.90908151372804,273.3662874766575,274.0144348144531,58191200.0
2019-09-17,273.813574808442,274.79948859683344,273.6401226270713,274.7082214355469,41475500.0
2019-09-18,274.3157393347616,274.982162543338,272.2617261111537,274.87261962890625,73375800.0
2019-09-19,275.2650616920583,276.26925115636266,274.5164815587289,274.854248046875,76560500.0
2019-09-20,275.4632719363271,275.747601915084,272.75781299385886,273.5556945800781,89565000.0
2019-09-23,272.88606757068004,274.2158882574197,272.6292778918309,273.4913635253906,43476800.0
2019-09-24,274.591975984227,274.9863266640886,270.3732633491965,271.34539794921875,94869400.0
2019-09-25,271.4278808333692,273.3996618307207,269.9329869833098,272.9502868652344,71854000.0
2019-09-26,272.959497738316,273.17041515997965,270.96020433344324,272.3817138671875,56179700.0
2019-09-27,273.14293891077847,273.2530156528884,269.3461169535222,270.91436767578125,84746600.0
2019-09-30,271.43709942289735,272.8861211836639,271.3912551093722,272.1707763671875,51662400.0
2019-10-01,273.06040692131165,273.7207274451159,268.7133131325914,268.93341064453125,88242400.0
2019-10-02,267.3376929596415,267.34687302018784,262.8805496604841,264.1828308105469,122539500.0
2019-10-03,263.9534956908163,266.3746801564052,261.2113450319115,266.34716796875,85278800.0
2019-10-04,267.0074394893669,270.2081446808144,266.95238713617016,269.95135498046875,65091200.0
2019-10-07,269.1443380322228,270.7859731666184,268.5023496814809,268.7866516113281,59610500.0
2019-10-08,266.9157555648982,267.6586125742788,264.5771078048639,264.6138000488281,95708100.0
2019-10-09,266.6497303112265,268.07123960436775,266.01692217738275,267.1266174316406,62359400.0
2019-10-10,267.04416569908835,269.8230087392678,266.8790925651335,268.93341064453125,55296300.0
2019-10-11,271.71222497127457,273.9774882522208,271.59302415689365,271.7214050292969,98720400.0
2019-10-14,271.40043260709405,272.0791132315292,271.0702863476261,271.4187927246094,40394800.0
2019-10-15,272.47344098973616,274.8579330633324,272.3542121878591,274.1058959960937,46754500.0
2019-10-16,273.63810671595377,274.3626314538951,273.2254240079943,273.6656188964844,48928200.0
2019-10-17,274.8396168545515,275.3531964000832,273.7757655136682,274.4727783203125,45736600.0
2019-10-18,273.9317440351551,274.5828846690896,272.4093372101875,273.2714233398437,64304000.0
2019-10-21,274.6010479449655,275.3255445865851,274.1608251343329,275.123779296875,39048600.0
2019-10-22,275.664969908118,275.9584518874311,274.133411556795,274.2251281738281,48594700.0
2019-10-23,273.9683391253382,275.0780346266676,273.75739370443176,275.02301025390625,34352200.0
2019-10-24,275.9676900728607,276.1144310934255,274.6378688157343,275.4724426269531,35453100.0
2019-10-25,274.8946545354414,277.1507662067408,274.8396301520426,276.6004943847656,45205400.0
2019-10-28,277.82936913962976,278.6639427889368,277.80185695286065,278.1595153808594,42147000.0
2019-10-29,277.8844715233175,279.0125274734946,277.7560626236918,278.0770568847656,44284900.0
2019-10-30,278.27879364230284,279.30595278154203,276.9581524667132,278.9299621582031,49643900.0
2019-10-31,278.92083902969745,278.92083902969745,276.7197792837789,278.1871337890625,69053800.0
2019-11-01,279.6453452647273,280.8100655210933,279.4802441042731,280.76422119140625,71141500.0
2019-11-04,282.332434970407,282.4699959292685,281.51619330118257,281.8922119140625,60606900.0
2019-11-05,282.0939628461783,282.396624928136,281.2869012782726,281.58038330078125,42933200.0
2019-11-06,281.5803573333279,281.9196836458168,280.6907592763781,281.6445617675781,46487100.0
2019-11-07,282.9926961715879,283.98316285551755,282.15812254565617,282.635009765625,54272300.0
2019-11-08,282.28657298359286,283.3871166707134,281.58040804361684,283.33209228515625,49032100.0
2019-11-11,281.9379879131186,282.96514670571486,281.8003990132711,282.7908935546875,35797300.0
2019-11-12,283.1577159054457,284.29492336297017,282.60744430123253,283.3869934082031,46484600.0
2019-11-13,282.3874876221616,283.8823821634068,282.15821000511147,283.4788513183594,53917700.0
2019-11-14,283.19446425993715,283.9740135213822,282.55247592981027,283.8914489746094,51219900.0
2019-11-15,285.2396384480463,285.99167561911906,284.5426536445025,285.9458312988281,62023600.0
2019-11-18,285.70733273244923,286.3951653661891,285.2487776432894,286.1567077636719,49228000.0
2019-11-19,286.76205149805355,286.7712315575165,285.4230782518121,286.07421875,67804700.0
2019-11-20,285.47808064779576,286.00084021317514,283.4420947508303,285.0103454589844,79406200.0
2019-11-21,285.120420197259,285.23046894962187,283.74475481675614,284.5517883300781,54664700.0
2019-11-22,285.3038296428825,285.4413905853551,284.1666218677963,285.1846008300781,44850200.0
2019-11-25,286.1201284882052,287.3948974609375,286.1201284882052,287.3948974609375,48647200.0
2019-11-26,287.4315722165192,288.2294537819829,287.1105779807151,288.0460205078125,37569000.0
2019-11-27,288.5320161819806,289.3299255371094,288.31191869807265,289.3299255371094,44444600.0
2019-11-29,288.76135751585883,289.00899522794373,288.0276804154301,288.2569580078125,36592700.0
2019-12-02,288.5137165611036,288.5779209971377,285.3772151101012,285.8082580566406,75767800.0
2019-12-03,283.066055398719,283.9740135213822,281.6720579813927,283.8914489746094,73941700.0
2019-12-04,284.9462340691534,286.2485152625701,284.5977276126645,285.6432189941406,49080000.0
2019-12-05,286.3493210524657,286.3676531803588,284.8360668678528,286.1567077636719,40709000.0
2019-12-06,288.0827055511341,289.1740691327643,288.07352549125886,288.7705383300781,48927000.0
2019-12-09,288.3761282917627,289.054780871288,287.7891643401872,287.862548828125,34838500.0
2019-12-10,287.8074736491045,288.47694605245914,286.88118357128565,287.54150390625,52649800.0
2019-12-11,288.00007121049623,288.6145472658081,287.4589796333,288.3577575683594,53429100.0
2019-12-12,288.36702187854485,291.6319327260451,288.1285922018098,290.8432312011719,96389600.0
2019-12-13,290.6046842632145,292.25549930050136,289.82513505016067,291.01739501953125,81503900.0
2019-12-16,292.75993388342044,293.61283969518865,290.9532255790603,293.0167236328125,82749700.0
2019-12-17,293.4018962549046,293.7045302945948,292.9983655433302,293.0809020996094,61097700.0
2019-12-18,293.4752311449463,293.7045086692783,293.044188279683,293.0992126464844,48133000.0
2019-12-19,293.2918931825509,294.3741047197313,293.0351033914208,294.3007202148437,85310500.0
2019-12-20,295.3421481769541,296.7338024858833,294.35603678395967,295.59100341796875,147142100.0
2019-12-23,296.38356668467884,296.438861596246,295.895109548775,296.0425720214844,52990000.0
2019-12-24,296.27296796970865,296.3190376861017,295.7476381999961,296.0517883300781,20270000.0
2019-12-26,296.4388497795476,297.636971775455,296.4296527117135,297.62774658203125,30911200.0
2019-12-27,298.36501505771406,298.42030996416133,297.01945879151674,297.5539855957031,42528800.0
2019-12-30,297.6368728182985,297.7751100457454,295.4249646768268,295.9134216308594,49729100.0
2019-12-31,295.4066743067793,296.8812710175712,295.0564544238369,296.6324157714844,57077300.0
2020-01-02,298.18072230420165,299.4249140098017,297.24987779194856,299.4064636230469,59151200.0
2020-01-03,295.98725810025013,298.2728840920659,295.93196319223426,297.1392822265625,77709700.0
2020-01-06,295.3697648449921,298.3558305467553,295.24994983411784,298.2728881835937,55653900.0
2020-01-07,297.7014534457011,298.18071347770706,296.98259152328075,297.4342041015625,40496400.0
2020-01-08,297.6277853373747,300.2451811818737,297.3789582128404,299.0194396972656,68296000.0
2020-01-09,300.5953820541723,301.12071185388226,300.0055321473559,301.0469665527344,48473300.0
2020-01-10,301.6367465512363,301.79340606008225,299.7105658576426,300.1805725097656,53029300.0
2020-01-13,300.80727157112966,302.25419218279177,300.3741094690749,302.2449951171875,47086800.0
2020-01-14,301.8026935022557,302.8625501430972,301.22206880428763,301.7842712402344,62832800.0
2020-01-15,301.69209070312985,303.2311792206484,301.6091483392148,302.4662475585937,72056600.0
2020-01-16,303.8578926228846,304.9822692871094,303.62748779927784,304.9822692871094,54050300.0
2020-01-17,305.7012052280295,306.14356459608166,304.9178230129763,305.9316101074219,95846000.0
2020-01-21,304.9637554449902,306.14342677137137,304.8900382920339,305.3323974609375,77742400.0
2020-01-22,306.19871424247634,306.85308403991667,305.21260320198564,305.3692626953125,48914900.0
2020-01-23,304.71504266868703,306.1343444941288,303.5906658168216,305.7196044921875,51963000.0
2020-01-24,306.3830872406276,306.46602959305443,301.7012459826827,303.000732421875,87578400.0
2020-01-27,297.71066717031647,299.63684804047784,297.36967254565656,298.1438293457031,84062500.0
2020-01-28,299.58157882537694,302.15290464553823,298.23602247126104,301.2681579589844,63834000.0
2020-01-29,302.64134605516574,302.8717508769843,300.8165297411512,301.019287109375,53888900.0
2020-01-30,298.9364328893423,302.2081983917871,298.1807264128993,301.9962158203125,75491800.0
2020-01-31,301.3694965941974,301.5261842429147,295.59095398654773,296.5125732421875,113845600.0
2020-02-03,298.00554285859624,300.5952902903992,297.885727875001,298.7151794433594,69083000.0
2020-02-04,302.3556418080927,304.1435854487345,302.03306943724914,303.2680358886719,62573200.0
2020-02-05,306.22638966956634,306.98212413461243,304.7518215068036,306.7701416015625,65951100.0
2020-02-06,307.7378785857936,307.99593084359486,306.71486662143343,307.8023986816406,50359700.0
2020-02-07,306.7332951302192,307.8115737955059,305.6089186316495,306.1618957519531,64139400.0
2020-02-10,305.2679101705652,308.5119993363603,305.23103753073127,308.4474792480469,42070000.0
2020-02-11,309.8115379014592,310.60411697522704,308.4475312534635,308.9820861816406,54864500.0
2020-02-12,310.42896775051224,311.1847022081107,310.06032571345446,310.9727478027344,43992700.0
2020-02-13,309.535097646318,311.61796662147174,309.25862305917093,310.6410522460937,54501900.0
2020-02-14,311.0557600250274,311.25851740979283,309.8484409102483,311.1387023925781,64582200.0
2020-02-18,310.1340956719919,311.20317735243003,308.93597379924495,310.3368530273437,57226200.0
2020-02-19,311.3137079290561,312.502576257546,311.0280082725432,311.8205871582031,48814700.0
2020-02-20,311.2676707600696,312.0971505702574,307.5258989240544,310.53961181640625,74163400.0
2020-02-21,309.1755350741806,309.4888821672384,306.51204259481864,307.3415222167969,113788200.0
2020-02-24,297.812034951368,307.4152910445765,296.06093601109944,297.1484680175781,161088400.0
2020-02-25,298.5492826940522,299.16675171836823,287.2594491278391,288.1441955566406,218913200.0
2020-02-26,289.554375372259,293.17633285198843,286.34715787137753,287.0844421386719,194773800.0
2020-02-27,281.5178045527755,287.1396875294625,274.1909484863281,274.1909484863281,284353500.0
2020-02-28,266.07147109385767,274.5411536901564,263.1591510817737,273.0389099121094,384975800.0
2020-03-02,274.83605963928864,284.9278013455216,271.37998756531664,284.86328125,238703600.0
2020-03-03,285.241142492212,289.2409664464348,274.2462321827983,276.7069396972656,300139100.0
2020-03-04,282.12609402547145,288.5590068284191,279.5547683178019,288.3377990722656,176613400.0
2020-03-05,281.0755511120108,284.29199446293734,276.49510065029466,278.7530517578125,186366800.0
2020-03-06,270.17265996629715,275.361380506915,267.48154768139767,274.14483642578125,228667200.0
2020-03-09,253.72176795910795,261.9149765816967,252.0167948491991,252.73565673828125,309417300.0
2020-03-10,262.3296961617116,265.90555494461773,252.0628450249483,265.8134155273437,276444100.0
2020-03-11,258.69852889628334,259.84132774034595,249.64822131506236,252.85543823242188,255316300.0
2020-03-12,235.9345080548829,245.758971804426,228.26662979295884,228.66293334960935,392220700.0
2020-03-13,242.46881203709916,250.20121126587023,229.04082649348496,248.21051025390625,329566100.0
2020-03-16,222.27611041521735,236.76396526708143,218.75553240747965,221.0503692626953,297240000.0
2020-03-17,225.83353273897285,236.0911716424263,218.4882416233412,232.9853057861328,262070500.0
2020-03-18,217.73255681991577,228.90257809191635,210.14763401621605,221.18862915039065,327597100.0
2020-03-19,220.4974104119493,227.9901795793334,214.01842806697903,221.6586456298828,289322000.0
2020-03-20,224.83471432696115,226.63317182460088,211.82836136680064,212.10647583007807,347158800.0
2020-03-23,211.54092991348367,212.92220830591737,202.33542971604777,206.6832427978516,326025200.0
2020-03-24,217.3163957409476,226.2901371090732,216.74163631215916,225.4094390869141,235494500.0
2020-03-25,227.00388620508016,237.6462971151075,222.25745417123144,228.78379821777344,299430300.0
2020-03-26,231.3146832609632,243.62574100847263,230.8789739725788,242.1425018310547,257632800.0
2020-03-27,234.791125616615,241.78099208689932,232.7330983070785,234.93017578125,224341200.0
